                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                                                                                                                                                                                                                                            
                                                                                pppppp                        pppppp                 GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG                                                                                                                                        
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                          pppppppp                                                                     G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                           pppppp      G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                   pppppppp                                                                            G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                      pppppppp                         G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                      pppppp                                                                                           G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                        pppppp                                                                         G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                  pppppp                               G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                           pppppp      G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                  pppppp               G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                            pppppp     G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                               pppppp                  G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                                       G                        |G                                                                                                                                          
                                                                                                                       pppppp          G                        |G                                                                                                                                          
 GGGGGGGGGGGGGGGGGGG                                                                                                                   G                        |G                                                                                                                                          
 GGGGGGGGGGGGGGGGGGGGGGGGGGGGG                                                                                                         G                        |G                                                                                                                                          
 GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG                                                                                         G                        |G                                                                                                                                          
                                                                                                                                                                                                                                                                                                            
